Job Title,Rating,Company Name,Type of ownership,Industry,Sector,max_salary,avg_salary,avg_size,city,state,age,python_yn,R_yn,spark_yn,aws_yn,hadoop_yn
Data Scientist/Data Science Instructor,4.9,NYC Data Science Academy,Company - Private,Education Training Services,Education,144,115.0,25.5,New York,NY,6,1,0,0,0,0
Principal Data Science -IHM,3.8,Discover,Company - Public,Financial Transaction Processing,Finance,144,115.0,10000.0,Riverwoods,IL,35,0,0,0,0,0
Data Science Advisor,3.5,Public Health Institute,Nonprofit Organization,Health Fundraising Organizations,Non-Profit,144,115.0,750.5,Arlington,VA,56,1,0,0,0,0
Manager Data Science - IHM,3.8,Discover,Company - Public,Financial Transaction Processing,Finance,144,115.0,10000.0,Riverwoods,IL,35,0,0,0,0,0
Data Science Instructional Designer,-1.0,Tallon Recruiting & Staffing,-1,-1,-1,144,115.0,-1.0,Chantilly,VA,-1,0,0,0,0,0
Data Science with Strong Python Knowledge,3.9,Diverse Lynx,Company - Private,IT Services,Information Technology,144,115.0,750.5,Phoenix,AZ,18,1,0,1,0,0
Automation Engineer - Data Science,4.4,Spark Digital,Company - Private,IT Services,Information Technology,144,115.0,350.5,New York,NY,9,1,0,1,1,0
Analytics and Data Science Specialist,4.4,Campus Crusade for Christ,Nonprofit Organization,Religious Organizations,Non-Profit,144,115.0,7500.5,Orlando,FL,69,1,0,0,1,0
Data Science Manager,3.7,LyondellBasell,Company - Public,Chemical Manufacturing,Manufacturing,144,115.0,10000.0,Houston,TX,13,1,0,0,0,0
Data Science Engineering Lead,3.1,MUFG,Company - Public,Banks & Credit Unions,Finance,144,115.0,10000.0,San Francisco,CA,156,1,0,0,1,0
Data Science Specialist,3.3,ICW Group,Company - Private,Insurance Carriers,Insurance,144,115.0,750.5,San Diego,CA,48,1,0,0,0,0
"Director, Data Science",3.8,Zoom Information Inc.,Company - Public,Computer Hardware & Software,Information Technology,144,115.0,3000.5,Vancouver,WA,20,0,0,0,0,0
"Manager, Recruiting Data Science",3.9,Amazon,Company - Public,Internet,Information Technology,144,115.0,10000.0,Seattle,WA,26,0,0,0,0,0
"Sr. Manager, Data Science",3.9,Amazon,Company - Public,Internet,Information Technology,144,115.0,10000.0,Seattle,WA,26,1,0,0,0,0
Director Data Science,3.5,Micron Technology,Company - Public,Computer Hardware & Software,Information Technology,144,115.0,10000.0,Boise,ID,42,1,0,1,0,1
Manager of Business Intelligence and Data Science,3.8,Highgate Hotels,Company - Private,"Hotels, Motels, & Resorts",Travel & Tourism,144,115.0,10000.0,New York,NY,32,1,0,0,0,0
Data Science Instructor,4.5,"Belay Technologies, Inc",Unknown,IT Services,Information Technology,144,115.0,25.5,Columbia,MD,12,0,0,0,0,0
"Vice President, Data Science",2.8,AAA Mid-Atlantic,Company - Private,Membership Organizations,Business Services,144,115.0,3000.5,Cincinnati,OH,118,1,0,1,1,0
Data Science Instructor,4.0,Noblis,Nonprofit Organization,Consulting,Business Services,144,115.0,3000.5,Chantilly,VA,24,0,0,0,0,0
Data Science Lead Analyst,4.6,VIVA USA INC,Company - Private,IT Services,Information Technology,144,115.0,125.5,Franklin Lakes,NJ,24,1,0,0,0,1
"Manager, Data Science - Growth Machine Learning",4.6,Livongo,Company - Public,Health Care Services & Hospitals,Health Care,80,59.0,750.5,Mountain View,CA,6,1,0,0,0,0
Data Science Manager,4.2,Upstart,Company - Private,Lending,Finance,80,59.0,350.5,San Mateo,CA,8,1,0,0,0,0
"Director, Data Science",4.5,PagerDuty,Company - Public,Computer Hardware & Software,Information Technology,80,59.0,750.5,San Francisco,CA,11,0,0,0,0,0
Data Science Manager,3.7,"MetLife, Inc.",Company - Public,Insurance Agencies & Brokerages,Insurance,80,59.0,10000.0,New York,NY,152,1,0,1,0,0
Data Science & Tagging Analyst,5.0,Counter Threat Solutions,Company - Private,Consulting,Business Services,80,59.0,125.5,Bethesda,MD,5,1,0,1,0,0
Manager Data Science,-1.0,Amazon Corporate LLC,-1,-1,-1,80,59.0,-1.0,Seattle,WA,-1,0,0,0,0,0
"Senior Scientist, Data Science",4.4,LifeMine,Other Organization,-1,-1,80,59.0,25.5,Cambridge,MA,-1,1,0,0,1,0
Lead Data Science Analyst,3.8,Discover,Company - Public,Financial Transaction Processing,Finance,80,59.0,10000.0,Riverwoods,IL,35,0,0,0,0,0
"Director, Data Science",3.2,"LivePerson, Inc.",Company - Public,Internet,Information Technology,80,59.0,3000.5,Seattle,WA,25,0,0,0,1,0
Data Science Sr. Developer,4.1,West Monroe Partners,Company - Private,Consulting,Business Services,80,59.0,3000.5,Chicago,IL,18,1,0,1,0,0
VP of Data Science & Analytics,3.6,Snap,Company - Public,Computer Hardware & Software,Information Technology,80,59.0,3000.5,Los Angeles,CA,9,0,0,0,0,0
Director of Data Science,3.8,"Analysis Group, Inc.",Private Practice / Firm,Consulting,Business Services,80,59.0,3000.5,Boston,MA,39,1,0,0,1,0
Federal - Data Science Instructor - Expert,3.9,Accenture,Company - Public,Consulting,Business Services,80,59.0,10000.0,Chantilly,VA,31,0,0,0,0,0
"Group Director, Data Sciences",3.4,Wavemaker,Company - Public,Advertising & Marketing,Business Services,80,59.0,7500.5,New York,NY,3,0,0,0,0,0
RM - Data Science Practitioner,2.5,"Avacend, Inc.",Company - Private,Staffing & Outsourcing,Business Services,80,59.0,125.5,Washington,DC,-1,1,0,1,0,0
Senior Data Science Manager,3.5,Andiamo,Company - Private,Casual Restaurants,"Restaurants, Bars & Food Services",80,59.0,350.5,Needham,MA,-1,1,0,0,1,0
"Associate Director, Data Science",3.6,Humana,Company - Public,Insurance Carriers,Insurance,80,59.0,10000.0,Irving,TX,59,1,0,0,0,1
Head of Data Science,3.4,Voice,Company - Private,-1,-1,80,59.0,-1.0,Brooklyn,NY,-1,1,0,0,0,0
Principal Data Science,2.6,Discover Products Inc.,Subsidiary or Business Segment,Banks & Credit Unions,Finance,80,59.0,125.5,Riverwoods,IL,-1,1,0,0,0,1
Group Leaders Within Geographic Data Science Section,4.3,Oak Ridge National Laboratory,Government,Federal Agencies,Government,80,59.0,3000.5,Oak Ridge,TN,77,0,0,0,0,0
Full Stack Developer - Data Science,3.4,Guidehouse,Company - Private,Consulting,Business Services,80,59.0,7500.5,Mc Lean,VA,2,1,0,0,1,0
Azure data science,-1.0,softsnippets,-1,-1,-1,80,59.0,-1.0,Glen Allen,VA,-1,0,0,0,0,0
Principal Engineer - Data Science,3.6,Home Depot,Subsidiary or Business Segment,Home Centers & Hardware Stores,Retail,80,59.0,10000.0,Atlanta,GA,26,1,0,0,0,0
Director of Clinical Data Science,3.1,Magellan Health,Company - Public,Health Care Services & Hospitals,Health Care,80,59.0,10000.0,Maryland Heights,MO,51,0,0,0,1,1
Manager of Data Science,-1.0,PeerSource,-1,-1,-1,80,59.0,-1.0,Tampa,FL,-1,0,0,0,0,0
"Software Engineer, Data Science",4.9,Cambridge Mobile Telematics,Company - Private,Enterprise Software & Network Solutions,Information Technology,80,59.0,25.5,Cambridge,MA,10,1,0,1,0,0
"Manager, Data Science",3.5,eBay,Company - Public,Internet,Information Technology,80,59.0,10000.0,Bellevue,WA,25,1,0,1,0,1
"Team Leader, Data Science",3.8,Quicken Loans,Company - Private,Lending,Finance,80,59.0,10000.0,Detroit,MI,35,0,0,0,0,0
Data Science Mission Head,3.6,Association of Universities for Research in Astronomy,Company - Private,Colleges & Universities,Education,80,59.0,750.5,Baltimore,MD,63,0,0,0,0,0
Data Science Manager/R&D,3.8,ZS Associates,Company - Private,Consulting,Business Services,80,59.0,7500.5,Princeton,NJ,37,1,0,0,0,1
"Manager, Data Science",3.6,Optum,Company - Public,Health Care Services & Hospitals,Health Care,80,59.0,10000.0,Horsham,PA,43,0,0,0,0,0
Data Science Application Administrator,3.7,SAIC,Company - Public,Enterprise Software & Network Solutions,Information Technology,80,59.0,10000.0,Huntsville,AL,7,0,0,0,1,0
"Sr Manager, Data Science - Policy & Advocacy",3.3,Reynolds American,Company - Private,Consumer Products Manufacturing,Manufacturing,107,79.0,7500.5,Winston-Salem,NC,145,0,0,0,0,0
Data Science Manager,3.9,Autodesk,Company - Public,Computer Hardware & Software,Information Technology,107,79.0,7500.5,San Francisco,CA,38,1,0,1,0,1
Full Stack Developer - Data Science,3.2,Navigant Consulting,Company - Private,Consulting,Business Services,107,79.0,7500.5,Mc Lean,VA,24,1,0,0,1,0
Data Science Manager,3.2,Big Fish Games,Subsidiary or Business Segment,Video Games,Media,107,79.0,750.5,Oakland,CA,18,0,0,0,0,0
Lead Engineer - Data Science,4.3,"Hearst Television, Inc",Company - Private,TV Broadcast & Cable Networks,Media,107,79.0,125.5,New York,NY,-1,1,0,0,0,0
"Director, Data Sciences",3.4,Wavemaker,Company - Public,Advertising & Marketing,Business Services,107,79.0,7500.5,New York,NY,3,0,0,0,0,0
Sr. Data Science Architect,3.8,AGCO,Company - Public,Transportation Equipment Manufacturing,Manufacturing,107,79.0,10000.0,Duluth,GA,30,1,0,1,0,1
Data Science Instructional Designer,3.3,NT Concepts,Company - Private,IT Services,Information Technology,107,79.0,750.5,Vienna,VA,22,0,0,0,0,0
Principal Data Science,3.8,Discover,Company - Public,Financial Transaction Processing,Finance,107,79.0,10000.0,Riverwoods,IL,35,0,0,0,0,0
Technical Product Manager - Data Science,4.0,Hearst Communications,Company - Private,Advertising & Marketing,Business Services,107,79.0,25.5,New York,NY,-1,0,0,0,1,0
Technical Product Manager Data Science,4.3,Hearst Television,Company - Private,TV Broadcast & Cable Networks,Media,107,79.0,125.5,Washington,DC,-1,0,0,0,1,0
Product Manager - Data Science,3.9,The Zebra,Company - Private,Insurance Agencies & Brokerages,Insurance,107,79.0,125.5,Austin,TX,8,0,0,0,1,0
Director of Data Science,-1.0,Methods+Mastery LLC,Company - Private,-1,-1,107,79.0,-1.0,Dallas,TX,-1,0,0,0,0,0
Data Science Support (Senior),2.6,Salient CRGT,Company - Private,Enterprise Software & Network Solutions,Information Technology,107,79.0,3000.5,Mc Lean,VA,-1,0,0,0,1,0
"Director, Data Science",5.0,Ateroz,Company - Public,Staffing & Outsourcing,Business Services,107,79.0,-1.0,Plano,TX,-1,1,0,1,1,1
Data Science Support (Senior),2.6,Salient CRGT,Company - Private,Enterprise Software & Network Solutions,Information Technology,107,79.0,3000.5,Mc Lean,VA,-1,0,0,0,1,0
Director of Data Science,3.5,Trusted Media Brands,Company - Private,Publishing,Media,107,79.0,350.5,New York,NY,100,1,0,0,0,0
Lead Engineer - Data Science,4.0,Hearst Communications,Company - Private,Advertising & Marketing,Business Services,107,79.0,25.5,New York,NY,-1,1,0,0,0,0
Data Science with Python and ML Skills,3.0,The Accuro Group,Company - Private,Staffing & Outsourcing,Business Services,107,79.0,350.5,Sunnyvale,CA,17,1,0,0,0,0
Data Science Sr Engineer,3.3,Stixis Technologies Inc,Company - Private,IT Services,Information Technology,107,79.0,125.5,Las Vegas,NV,10,1,0,1,0,0
Data Science Instructor,-1.0,Next Rev Technologies,Unknown,-1,-1,107,79.0,25.5,Reston,VA,-1,1,0,1,0,1
Data Science -Project Leader,3.9,The Aerospace Corporation,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,107,79.0,3000.5,El Segundo,CA,60,1,0,1,0,1
Director of Data Science Programs,3.9,Moravian College,College / University,Colleges & Universities,Education,107,79.0,350.5,Bethlehem,PA,278,0,0,0,0,0
"Manager, Data Sciences",3.5,GroupM,Subsidiary or Business Segment,Publishing,Media,107,79.0,10000.0,New York,NY,17,1,0,0,0,0
Data Scientist - Data Science,-1.0,FiveTwelve,Government,-1,-1,107,79.0,25.5,Hanover,MD,-1,0,0,0,0,0
Data Science with Python and ML,3.0,The Accuro Group,Company - Private,Staffing & Outsourcing,Business Services,107,79.0,350.5,Raleigh,NC,17,1,0,0,0,0
Director of Health Data Science,3.7,RELX Group,Company - Public,Enterprise Software & Network Solutions,Information Technology,107,79.0,10000.0,Philadelphia,PA,140,0,0,0,0,0
VP Data Science & Analytics,3.0,ExecuNet,Company - Private,Staffing & Outsourcing,Business Services,107,79.0,25.5,Pasadena,CA,-1,0,0,0,0,0
Data Science Manager,-1.0,Galecki Search Associates,Unknown,-1,-1,107,79.0,25.5,Boston,MA,-1,1,0,0,0,1
Data Science Manager,4.6,Blend360,Company - Private,Consulting,Business Services,107,79.0,125.5,Columbia,MD,18,1,0,0,0,0
Data Science Manager,-1.0,9Rooftops,-1,-1,-1,107,79.0,-1.0,Pittsburgh,PA,-1,1,0,0,1,0
Assistant/Associate Professor in Data Science in Life Sciences,4.3,Purdue University,College / University,Colleges & Universities,Education,107,79.0,10000.0,West Lafayette,IN,151,0,0,0,0,0
Data Science All Star Program - Data Engineer Track,4.6,Blend360,Company - Private,Consulting,Business Services,81,72.5,125.5,Columbia,MD,18,1,0,1,1,1
Senior Director of Data Science,4.0,Discount Tire,Company - Private,Automotive Parts & Accessories Stores,Retail,81,72.5,10000.0,Scottsdale,AZ,60,1,0,0,0,0
Albuquerque Data Science Tutor Jobs,4.2,Varsity Tutors,Company - Private,Internet,Information Technology,81,72.5,350.5,Albuquerque,NM,13,0,0,0,0,0
Director of Data Science,4.2,CyberCoders,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,81,72.5,350.5,Long Beach,CA,21,1,0,0,0,0
Data Science Instructor,-1.0,Tallon Recruiting & Staffing,-1,-1,-1,81,72.5,-1.0,Chantilly,VA,-1,0,0,0,0,0
"Director, Data Sciences",3.5,GroupM,Subsidiary or Business Segment,Publishing,Media,81,72.5,10000.0,New York,NY,17,0,0,0,0,0
"Manager / Lead, Data Science & Analytics",4.0,ABIOMED,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,81,72.5,3000.5,Danvers,MA,39,1,0,0,0,0
Project Manager - Data Science and Tooling,-1.0,PRO Unlimited @ facebook,-1,-1,-1,81,72.5,-1.0,Fremont,CA,-1,0,0,0,0,0
Head of Data Science,-1.0,Amber People,-1,-1,-1,81,72.5,-1.0,New York,NY,-1,1,0,0,0,0
Data Science Manager,5.0,"Edison Software, Inc.",Company - Private,Computer Hardware & Software,Information Technology,81,72.5,125.5,San Jose,CA,-1,1,0,1,0,1
"Data Science Lead, Product",3.0,Bond,Company - Private,Financial Analytics & Research,Finance,81,72.5,25.5,San Francisco,CA,1,1,0,0,0,0
Director of Data Science & Analytics,3.5,Springfield Clinic,Company - Private,Health Care Services & Hospitals,Health Care,81,72.5,3000.5,Springfield,IL,81,1,0,1,1,1
Adjunct Faculty in Data Science,4.1,DePaul University,College / University,Colleges & Universities,Education,81,72.5,3000.5,Chicago,IL,113,0,0,0,0,0
"Director, Data Science & Forecasting",3.8,Apex Systems,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,81,72.5,3000.5,East Hanover,NJ,25,0,0,0,0,0
"Senior Manager, Data Science",3.7,Sony Corporation,Company - Public,Consumer Products Manufacturing,Manufacturing,81,72.5,10000.0,New York,NY,74,1,0,0,0,0
Technical Project Manager - Data Science,4.0,Hearst Communications,Company - Private,Advertising & Marketing,Business Services,81,72.5,25.5,New York,NY,-1,0,0,0,1,0
"Head, Data Science & Analytics",-1.0,Humancaresystems,-1,-1,-1,81,72.5,-1.0,Boston,MA,-1,1,0,1,1,1
Data Science Program Coordinator,4.3,UC San Diego,College / University,Colleges & Universities,Education,81,72.5,10000.0,San Diego,CA,60,0,0,0,0,0
Vice President - Data Science,3.0,Engine Group,Company - Private,Advertising & Marketing,Business Services,81,72.5,750.5,Cincinnati,OH,-1,1,0,0,0,0
Data Science Lead Instructor,3.8,Coding Dojo,Company - Private,Education Training Services,Education,81,72.5,125.5,Bellevue,WA,8,1,0,0,0,0
Data Science Instructor - Expert,3.1,Valiant Integrated Services,Company - Private,Aerospace & Defense,Aerospace & Defense,81,72.5,750.5,McLean,VA,-1,0,0,0,0,0
Senior Data Science Engineer,4.7,Valkyrie Intelligence,Company - Private,Computer Hardware & Software,Information Technology,81,72.5,25.5,Austin,TX,3,1,0,0,0,0
Senior Data Science Engineer,4.5,ClimaCell,Company - Private,Research & Development,Business Services,81,72.5,125.5,Boulder,CO,5,1,0,0,1,0
Data Science Manager,4.4,Infinite Resource Solutions,Company - Private,Consulting,Business Services,81,72.5,125.5,Atlanta,GA,7,1,0,1,0,1
Director of Data Science,4.5,Smith Hanley Associates,Company - Private,Staffing & Outsourcing,Business Services,81,72.5,25.5,Fort Washington,PA,40,1,0,0,0,0
"Executive Director, Data Science Initiative",4.0,University of Chicago,College / University,Colleges & Universities,Education,81,72.5,10000.0,Chicago,IL,130,0,0,0,0,0
Principal Generalist Role -Data Science,3.2,"LivePerson, Inc.",Company - Public,Internet,Information Technology,81,72.5,3000.5,Seattle,WA,25,0,0,1,1,0
Data Science teaching assistant,4.1,IntelliPro Group Inc.,Company - Private,-1,-1,81,72.5,350.5,Santa Clara,CA,-1,1,0,1,0,0
IT Data Science Analyst,4.1,Kforce,Company - Public,Staffing & Outsourcing,Business Services,81,72.5,10000.0,San Antonio,TX,54,0,0,0,0,0
Director of Data Science - Telecommute,-1.0,Optum Operations,-1,-1,-1,81,72.5,-1.0,Saint Paul,MN,-1,1,0,1,0,1
Data Science Instructor,4.1,IntelliPro Group Inc.,Company - Private,-1,-1,81,72.5,350.5,Santa Clara,CA,-1,1,0,0,0,0
"UM - Director, Data Science",3.6,IPG Mediabrands,Subsidiary or Business Segment,Advertising & Marketing,Business Services,81,72.5,10000.0,Los Angeles,CA,13,1,0,0,0,0
"Senior Data Scientist, Data Science Operations",3.4,Squarespace,Company - Private,Internet,Information Technology,181,146.0,3000.5,New York,NY,17,1,0,0,1,0
Data Science Division - Executive Assistant to Division VP/Director II,3.3,CNA Corporation,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,181,146.0,750.5,Arlington,VA,78,0,0,0,1,0
"Director, Data Sciences",3.9,CFD Research Corporation,Company - Private,Aerospace & Defense,Aerospace & Defense,181,146.0,125.5,Huntsville,AL,34,0,0,0,0,0
"Director, Data Science",3.7,FCB Global,Subsidiary or Business Segment,Advertising & Marketing,Business Services,181,146.0,3000.5,New York,NY,147,1,0,0,0,0
"Adjunct Instructor, Data Science",4.1,Des Moines Area Community College,College / University,Colleges & Universities,Education,181,146.0,750.5,Des Moines,IA,54,0,0,0,0,0
Director Data Scientist - Data Science Hub,3.6,USAA,Company - Private,Insurance Carriers,Insurance,181,146.0,10000.0,Phoenix,AZ,98,1,0,0,0,0
"Manager, Data Science",3.7,"Advanced Recovery Systems, LLC",Company - Private,Health Care Services & Hospitals,Health Care,181,146.0,750.5,Winter Park,FL,-1,1,0,1,1,1
Data Science Team Developer,3.5,CompQsoft,Company - Private,Consulting,Business Services,181,146.0,125.5,San Antonio,TX,23,1,0,1,0,0
Data Science Instructor,3.3,NT Concepts,Company - Private,IT Services,Information Technology,181,146.0,750.5,Vienna,VA,22,0,0,0,0,0
"Consultant / Sr. Consultant, Data Science",3.8,Fresh Gravity,Company - Private,IT Services,Information Technology,181,146.0,125.5,Arlington,VA,5,1,0,0,0,0
Postdoctoral Appointment - Data Science,4.3,Argonne National Laboratory,Nonprofit Organization,Federal Agencies,Government,181,146.0,3000.5,Lemont,IL,74,0,0,0,0,0
Data Science Manager,-1.0,"Vortexlink, Inc.",-1,-1,-1,181,146.0,-1.0,Mountain View,CA,-1,1,0,1,0,0
Data Science Director,3.6,Verisk Analytics,Company - Public,Research & Development,Business Services,181,146.0,7500.5,Boston,MA,49,1,0,1,1,0
Data Science Director,3.6,TRANZACT,Company - Private,Advertising & Marketing,Business Services,181,146.0,3000.5,Fort Lee,NJ,31,1,0,0,0,0
Data Science Manager,3.5,CGB Enterprises,Company - Private,Logistics & Supply Chain,Transportation & Logistics,181,146.0,3000.5,New Orleans,LA,50,1,0,0,0,1
"Sr Business Analyst, Data Science",3.6,Jackson Hewitt,Company - Private,Other Retail Stores,Retail,181,146.0,350.5,Jersey City,NJ,38,1,0,1,1,0
Data Science Manager,4.2,CyberCoders,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,181,146.0,350.5,Pittsburgh,PA,21,1,0,0,1,0
Manager of Data Science/Analytics,3.1,Production Resource Group,Company - Private,Audiovisual,"Arts, Entertainment & Recreation",181,146.0,3000.5,Dallas,TX,25,1,0,0,0,0
"Senior Analyst, Data Science",-1.0,"Rainmaker Resources, LLC",Company - Private,-1,-1,181,146.0,25.5,Cincinnati,OH,-1,1,0,0,0,1
Software Engineer - Data Science,4.1,Datadog,Company - Public,Computer Hardware & Software,Information Technology,181,146.0,3000.5,New York,NY,10,1,0,0,0,0
Director of Health Data Science,3.4,Elsevier,Subsidiary or Business Segment,Publishing,Media,181,146.0,7500.5,Philadelphia,PA,140,0,0,0,0,0
Director of Data Science,3.1,Vail Resorts,Company - Public,Sports & Recreation,"Arts, Entertainment & Recreation",181,146.0,10000.0,Broomfield,CO,58,1,0,0,1,0
Sr. Data Science Engineer,3.7,Xoriant Corporation,Company - Private,IT Services,Information Technology,181,146.0,3000.5,Pleasanton,CA,30,1,0,1,0,0
Sr Data Science Analyst,3.7,Aflac,Company - Public,Insurance Carriers,Insurance,181,146.0,7500.5,Columbus,GA,65,0,0,0,0,0
"Manager, Data Science & Analytics",4.1,Kforce,Company - Public,Staffing & Outsourcing,Business Services,181,146.0,10000.0,Atlanta,GA,54,1,0,0,0,0
Technical Lead - Data Science,-1.0,Falkon AI,-1,-1,-1,181,146.0,-1.0,Seattle,WA,-1,0,0,0,0,0
Data Science Sr. Manager,3.7,Citi,Company - Public,Investment Banking & Asset Management,Finance,181,146.0,10000.0,New Castle,DE,208,0,0,0,0,0
"Assistant Professor, Data Science",4.4,University of Delaware,College / University,Colleges & Universities,Education,181,146.0,3000.5,Newark,NJ,277,0,0,0,0,0
Data Science Lead Analyst,3.9,Ampcus Incorporated,Company - Private,Consulting,Business Services,181,146.0,750.5,New Jersey,NJ,16,0,0,0,0,0
Data Science Manager,3.7,XPO,Company - Public,Transportation Management,Transportation & Logistics,181,146.0,10000.0,Lebanon,IN,9,1,0,0,0,0
DATA SCIENCE 2,-1.0,VULTUSINC,-1,-1,-1,181,146.0,-1.0,Bell,CA,-1,1,0,1,0,0
Data Science Manager,4.4,"Vitaver & Associates, Inc.",Contract,Staffing & Outsourcing,Business Services,181,146.0,25.5,Tampa,FL,27,0,0,0,0,0
"Software Engineer in Test, Data Science & Analytics - San Mateo, CA",4.1,Guidewire Software,Company - Public,Computer Hardware & Software,Information Technology,108,86.0,3000.5,San Mateo,CA,19,1,0,0,1,0
Head of Data Science,4.8,Clari,Company - Private,Computer Hardware & Software,Information Technology,108,86.0,350.5,Sunnyvale,CA,8,1,0,1,0,0
Sr Data Science Engineer,4.6,NewWave Technologies,Company - Private,Wholesale,Business Services,108,86.0,125.5,Boston,MA,28,1,0,0,1,0
Director of Data Science and Innovation,3.5,Robert Half,Company - Public,Staffing & Outsourcing,Business Services,108,86.0,10000.0,Manchester,NH,72,1,0,1,0,1
"Manager, Data Science",3.9,Capital One,Company - Public,Banks & Credit Unions,Finance,108,86.0,10000.0,McLean,VA,26,1,0,1,1,0
"Manager, Data Science",3.3,CarMax,Company - Public,Vehicle Dealers,Retail,108,86.0,10000.0,Richmond,VA,27,1,0,0,0,0
Sr Manager of Data Science,3.4,Thermo Fisher Scientific,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,108,86.0,10000.0,Carlsbad,CA,118,1,0,1,1,0
Data Science Manager,3.4,Plymouth Rock Assurance,Company - Private,Insurance Carriers,Insurance,108,86.0,3000.5,Woodbridge,NJ,38,0,0,0,0,0
Sr Data Science Consultant,4.0,Axis Group,Company - Private,IT Services,Information Technology,108,86.0,125.5,New Jersey,NJ,24,1,0,1,0,1
Senior Data Science Engineer,3.2,iHeartMedia,Company - Public,Radio,Media,108,86.0,10000.0,Nashville,TN,48,1,0,1,0,1
Data Science Manager,-1.0,Amazon Corporate LLC,-1,-1,-1,108,86.0,-1.0,Seattle,WA,-1,1,0,0,1,0
Data Science Program Coordinator,3.7,University of California - San Diego Medical Centers,Hospital,Health Care Services & Hospitals,Health Care,108,86.0,10000.0,San Diego,CA,54,0,0,0,0,0
Data Science Manager,-1.0,Sphere Software LLC,Company - Private,-1,-1,108,86.0,25.5,New York,NY,-1,0,0,0,0,0
Data Science Deliveries Design Leader - CVP,3.5,New York Life Insurance Co,Company - Private,Insurance Agencies & Brokerages,Insurance,108,86.0,10000.0,New York,NY,175,1,0,1,0,1
"Senior Manager, Data Science",3.9,Regeneron,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,108,86.0,7500.5,Sleepy Hollow,NY,32,1,0,1,1,0
Data Science Architect,-1.0,Nomi Health,Company - Private,-1,-1,108,86.0,-1.0,Austin,TX,-1,1,0,0,1,0
Postdoctoral Fellow - Translational Data Science,4.0,INSTITUTE FOR SYSTEMS,Nonprofit Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,108,86.0,125.5,Seattle,WA,20,1,0,0,0,0
Data Science Team Lead,3.8,Apex Systems,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,108,86.0,3000.5,San Antonio,TX,25,1,0,1,0,0
Azure Data Science Engineer,3.9,Diverse Lynx,Company - Private,IT Services,Information Technology,108,86.0,750.5,Grand Rapids,MI,18,0,0,0,0,0
Data Science Sr. Analyst,4.5,Radiant Digital,Company - Private,-1,-1,108,86.0,25.5,Dallas,TX,-1,1,0,0,0,0
Senior Data Science Architect,4.1,West Monroe Partners,Company - Private,Consulting,Business Services,108,86.0,3000.5,Chicago,IL,18,1,0,0,0,1
VP of Data Science & Analytics,3.0,ExecuNet,Company - Private,Staffing & Outsourcing,Business Services,108,86.0,25.5,Newport,KY,-1,0,0,0,0,0
Data Science Instructor,3.8,UCLA Extension,College / University,Colleges & Universities,Education,108,86.0,350.5,Los Angeles,CA,-1,1,0,0,0,1
Data Science Director,4.0,Ezra Penland Actuarial Recruitment,Company - Private,Staffing & Outsourcing,Business Services,108,86.0,-1.0,Chicago,IL,-1,0,0,0,0,0
Director of Data Science,3.7,"DriveTime Automotive Group, Inc.",Company - Private,Vehicle Dealers,Retail,108,86.0,7500.5,Tempe,AZ,18,0,0,0,0,0
"Director, Data Science - VP",3.7,FCB Global,Subsidiary or Business Segment,Advertising & Marketing,Business Services,108,86.0,3000.5,New York,NY,147,1,0,0,0,0
"Senior Data Science Engineer, PySpark (REMOTE)",4.2,CyberCoders,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,108,86.0,350.5,San Jose,CA,21,1,0,1,0,1
"Manager, Data Science",-1.0,Amazon Corporate LLC,-1,-1,-1,108,86.0,-1.0,Seattle,WA,-1,1,0,0,0,0
"Software Engineer, Data Science",3.6,"LockerDome, Inc.",Company - Private,Internet,Information Technology,108,86.0,125.5,Saint Louis,MO,12,0,0,0,0,0
"Associate Director, Data Science",3.5,Veracyte,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,108,86.0,350.5,South San Francisco,CA,12,1,0,0,0,1
"Principal Analyst, Data Science",-1.0,"Rainmaker Resources, LLC",Company - Private,-1,-1,108,86.0,25.5,Cincinnati,OH,-1,0,0,0,0,0
Product Manager - Data Science,4.5,Progressive Leasing,Subsidiary or Business Segment,Financial Transaction Processing,Finance,108,86.0,3000.5,Draper,UT,21,0,0,0,1,0
Data Science Analyst/Engineer,4.0,NYU Langone Health,Hospital,Health Care Services & Hospitals,Health Care,127,100.0,10000.0,New York,NY,179,1,0,1,0,1
Research Analyst (Data Science),3.4,APCO Worldwide,Company - Private,Consulting,Business Services,127,100.0,750.5,New York,NY,36,0,0,0,0,0
Senior Data Science & Tagging Analyst,3.7,SAIC,Company - Public,Enterprise Software & Network Solutions,Information Technology,127,100.0,10000.0,Bethesda,MD,7,1,0,1,0,0
