Job Title,Rating,Company Name,Type of ownership,Industry,Sector,max_salary,avg_salary,avg_size,city,state,age,python_yn,R_yn,spark_yn,aws_yn,hadoop_yn
Behavioral Data Science Manager,3.7,mPulse Mobile,Company - Private,Health Care Services & Hospitals,Health Care,148,119.5,125.5,Los Angeles,CA,6,0,0,0,0,0
Managing Consultant - Data Science,4.3,BlueOptima,Company - Private,Enterprise Software & Network Solutions,Information Technology,148,119.5,125.5,Phoenix,AZ,14,1,0,0,0,0
Data Science Developer,3.4,Infinity Consulting Solutions,Company - Private,Staffing & Outsourcing,Business Services,148,119.5,750.5,Westmont,IL,19,1,0,0,0,0
"Manager/Sr Manager, Data Science",4.6,Blend360,Company - Private,Consulting,Business Services,148,119.5,125.5,Columbia,MD,18,1,0,0,1,0
Domino Data science - Remote,5.0,Georgia IT Inc.,Company - Private,-1,-1,148,119.5,25.5,Alpharetta,GA,-1,0,0,0,0,0
Data Science Mission Head,3.6,Space Telescope Science Institute,Company - Private,Colleges & Universities,Education,148,119.5,-1.0,Baltimore,MD,-1,0,0,0,0,0
Senior Digital and Data Science Manager,3.7,Takeda,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,148,119.5,10000.0,Lexington,MA,239,1,0,0,0,0
Data Science & Tagging Analyst,2.8,Xator Corporation,Contract,IT Services,Information Technology,148,119.5,750.5,Bethesda,MD,-1,1,0,1,0,0
Director of Data Science,5.0,RS21,Company - Private,Consulting,Business Services,148,119.5,25.5,Albuquerque,NM,5,1,0,1,1,1
Director of Data Science,4.3,Newsela,Company - Private,Internet,Information Technology,173,130.0,350.5,New York,NY,8,1,0,0,0,0
NLP DATA SCIENCE,4.5,Ultimate Software,Company - Private,Enterprise Software & Network Solutions,Information Technology,173,130.0,7500.5,Fort Lauderdale,FL,30,1,0,0,0,0
Head of Real-World Data Science,5.0,Genesis Research,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,173,130.0,25.5,Hoboken,NJ,11,0,0,0,0,0
Industry Analyst -- Data Science and Strategy,3.5,GasPedal,Company - Private,Membership Organizations,Business Services,173,130.0,25.5,Austin,TX,13,0,0,0,0,0
Data Science Analysts,4.2,"The Squires Group, Inc",Company - Private,IT Services,Information Technology,173,130.0,125.5,Norfolk,VA,25,0,0,0,0,0
Senior Director of Data Science,4.3,Medidata Solutions,Company - Public,Enterprise Software & Network Solutions,Information Technology,173,130.0,3000.5,New York,NY,21,0,0,0,1,0
Principal Data Science - IHM,3.8,Discover,Company - Public,Financial Transaction Processing,Finance,173,130.0,10000.0,Riverwoods,IL,35,0,0,0,0,0
Data Science Program Coordinator,4.2,University of California,College / University,Colleges & Universities,Education,173,130.0,10000.0,San Diego,CA,152,0,0,0,0,0
Director of Development & Data Science,-1.0,Black Knight Financial Technology Solutions,-1,-1,-1,173,130.0,-1.0,Jacksonville,FL,-1,1,0,1,1,0
Software Engineer - Data Science,4.1,ClearEdge,Company - Private,Computer Hardware & Software,Information Technology,173,130.0,125.5,Annapolis Junction,MD,18,1,0,1,0,1
Data Science Manager (Multiple Positions),-1.0,Accenture Contractor Jobs,-1,-1,-1,173,130.0,-1.0,Boston,MA,-1,0,0,0,0,0
"Group Director, Data Sciences",3.5,GroupM,Subsidiary or Business Segment,Publishing,Media,173,130.0,10000.0,New York,NY,17,0,0,0,0,0
"Head of Data Science, SMB",5.0,Instagram,Unknown,-1,-1,173,130.0,10000.0,San Francisco,CA,-1,0,0,0,0,1
TSV Engineering & Data Science Program Manager,4.4,Two Sigma,Company - Private,Investment Banking & Asset Management,Finance,173,130.0,3000.5,New York,NY,19,0,0,0,0,0
"Mgr, Data Science",3.3,Cedent Consulting Inc,Company - Private,Consulting,Business Services,173,130.0,25.5,Tampa,FL,-1,0,0,0,0,0
Data Science Lead,4.5,Dynatrace,Company - Public,Computer Hardware & Software,Information Technology,173,130.0,3000.5,Detroit,MI,15,0,0,0,0,0
Manager of Data Science,4.0,Core Digital Media,Company - Private,Internet,Information Technology,173,130.0,125.5,Los Angeles,CA,21,1,0,0,1,0
"Director of Data Science, Peacock",3.8,NBC Universal,Company - Public,TV Broadcast & Cable Networks,Media,173,130.0,10000.0,New York,NY,114,1,0,1,0,0
Lead Data Science Instructor,3.7,General Assembly,Company - Private,Education Training Services,Education,173,130.0,750.5,Washington,DC,9,1,0,1,0,1
Lead Senior Data Science,3.4,The Trade Desk,Company - Public,Internet,Information Technology,173,130.0,3000.5,New York,NY,11,1,0,1,1,0
Data Science & Tagging Analyst (Senior),3.7,DynCorp International,Company - Private,Aerospace & Defense,Aerospace & Defense,173,130.0,10000.0,Bethesda,MD,74,1,0,1,0,0
Data Science Manager,3.3,Vaco Technology,Company - Private,Consulting,Business Services,173,130.0,750.5,Mountain View,CA,18,1,0,1,1,1
Lead Data Science Analyst - IHM,3.8,Discover,Company - Public,Financial Transaction Processing,Finance,173,130.0,10000.0,Riverwoods,IL,35,0,0,0,0,0
Mgr - Director of Data Science,3.3,Addison Group,Company - Private,Staffing & Outsourcing,Business Services,173,130.0,750.5,Washington,DC,21,0,0,1,0,1
Director - Data Science,3.6,Humana,Company - Public,Insurance Carriers,Insurance,173,130.0,10000.0,Irving,TX,59,0,0,0,0,0
Data Science Instructional Designer,-1.0,Tallon Recruiting & Staffing,-1,-1,-1,173,130.0,-1.0,Chantilly,VA,-1,0,0,0,0,0
"Manager, Data Science - IHM",3.8,Discover,Company - Public,Financial Transaction Processing,Finance,173,130.0,10000.0,Riverwoods,IL,35,0,0,0,0,0
Data Science Engineering Lead,3.1,MUFG,Company - Public,Banks & Credit Unions,Finance,173,130.0,10000.0,San Francisco,CA,156,1,0,0,1,0
Automation Engineer - Data Science,4.4,Spark Digital,Company - Private,IT Services,Information Technology,173,130.0,350.5,New York,NY,9,1,0,1,1,0
Director Data Science,3.5,Micron Technology,Company - Public,Computer Hardware & Software,Information Technology,173,130.0,10000.0,Boise,ID,42,1,0,1,0,1
Data Science Instructor,4.5,"Belay Technologies, Inc",Unknown,IT Services,Information Technology,173,130.0,25.5,Columbia,MD,12,0,0,0,0,0
"Vice President, Data Science",2.8,AAA Mid-Atlantic,Company - Private,Membership Organizations,Business Services,173,130.0,3000.5,Cincinnati,OH,118,1,0,1,1,0
Mentor Waitlist - Data Science Course (Part-Time/Online),4.5,Springboard,Company - Private,Education Training Services,Education,132,99.0,125.5,Remote,Remote,7,1,0,0,0,0
Data Science Division - Research Analyst,3.3,CNA Corporation,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,132,99.0,750.5,Arlington,VA,78,1,0,0,0,0
Data Science Lead Analyst,4.6,VIVA USA INC,Company - Private,IT Services,Information Technology,132,99.0,125.5,Franklin Lakes,NJ,24,1,0,0,0,1
Data Science Manager,3.7,"MetLife, Inc.",Company - Public,Insurance Agencies & Brokerages,Insurance,132,99.0,10000.0,New York,NY,152,1,0,1,0,0
Data Science & Tagging Analyst,5.0,Counter Threat Solutions,Company - Private,Consulting,Business Services,132,99.0,125.5,Bethesda,MD,5,1,0,1,0,0
"Director, Data Science",3.2,"LivePerson, Inc.",Company - Public,Internet,Information Technology,132,99.0,3000.5,Seattle,WA,25,0,0,0,1,0
Lead Data Science Analyst,3.8,Discover,Company - Public,Financial Transaction Processing,Finance,132,99.0,10000.0,Riverwoods,IL,35,0,0,0,0,0
Director of Data Science,3.8,"Analysis Group, Inc.",Private Practice / Firm,Consulting,Business Services,132,99.0,3000.5,Boston,MA,39,1,0,0,1,0
"Associate Director, Data Science",3.6,Humana,Company - Public,Insurance Carriers,Insurance,132,99.0,10000.0,Irving,TX,59,1,0,0,0,1
Head of Data Science,3.4,Voice,Company - Private,-1,-1,132,99.0,-1.0,Brooklyn,NY,-1,1,0,0,0,0
Senior Data Science Manager,3.5,Andiamo,Company - Private,Casual Restaurants,"Restaurants, Bars & Food Services",132,99.0,350.5,Needham,MA,-1,1,0,0,1,0
Group Leaders Within Geographic Data Science Section,4.3,Oak Ridge National Laboratory,Government,Federal Agencies,Government,132,99.0,3000.5,Oak Ridge,TN,77,0,0,0,0,0
Manager of Data Science,-1.0,PeerSource,-1,-1,-1,132,99.0,-1.0,Tampa,FL,-1,0,0,0,0,0
Data Science Mission Head,3.6,Association of Universities for Research in Astronomy,Company - Private,Colleges & Universities,Education,132,99.0,750.5,Baltimore,MD,63,0,0,0,0,0
"Software Engineer, Data Science",4.9,Cambridge Mobile Telematics,Company - Private,Enterprise Software & Network Solutions,Information Technology,132,99.0,25.5,Cambridge,MA,10,1,0,1,0,0
Sr. Data Science Architect,3.8,AGCO,Company - Public,Transportation Equipment Manufacturing,Manufacturing,132,99.0,10000.0,Duluth,GA,30,1,0,1,0,1
Data Science Manager/R&D,3.8,ZS Associates,Company - Private,Consulting,Business Services,132,99.0,7500.5,Princeton,NJ,37,1,0,0,0,1
Data Science Support (Senior),2.6,Salient CRGT,Company - Private,Enterprise Software & Network Solutions,Information Technology,132,99.0,3000.5,Mc Lean,VA,-1,0,0,0,1,0
Director of Data Science,-1.0,Methods+Mastery LLC,Company - Private,-1,-1,132,99.0,-1.0,Dallas,TX,-1,0,0,0,0,0
Lead Engineer - Data Science,4.0,Hearst Communications,Company - Private,Advertising & Marketing,Business Services,132,99.0,25.5,New York,NY,-1,1,0,0,0,0
Data Science Sr Engineer,3.3,Stixis Technologies Inc,Company - Private,IT Services,Information Technology,132,99.0,125.5,Las Vegas,NV,10,1,0,1,0,0
Data Science -Project Leader,3.9,The Aerospace Corporation,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,132,99.0,3000.5,El Segundo,CA,60,1,0,1,0,1
Data Science Instructor,-1.0,Next Rev Technologies,Unknown,-1,-1,132,99.0,25.5,Reston,VA,-1,1,0,1,0,1
Data Science with Python and ML,3.0,The Accuro Group,Company - Private,Staffing & Outsourcing,Business Services,132,99.0,350.5,Raleigh,NC,17,1,0,0,0,0
Director of Health Data Science,3.7,RELX Group,Company - Public,Enterprise Software & Network Solutions,Information Technology,132,99.0,10000.0,Philadelphia,PA,140,0,0,0,0,0
Data Science Instructor,-1.0,Tallon Recruiting & Staffing,-1,-1,-1,132,99.0,-1.0,Chantilly,VA,-1,0,0,0,0,0
Data Science Manager,-1.0,Galecki Search Associates,Unknown,-1,-1,132,99.0,25.5,Boston,MA,-1,1,0,0,0,1
Director of Data Science,4.2,CyberCoders,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,132,99.0,350.5,Long Beach,CA,21,1,0,0,0,0
"Manager / Lead, Data Science & Analytics",4.0,ABIOMED,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,132,99.0,3000.5,Danvers,MA,39,1,0,0,0,0
Data Science Manager,5.0,"Edison Software, Inc.",Company - Private,Computer Hardware & Software,Information Technology,132,99.0,125.5,San Jose,CA,-1,1,0,1,0,1
Adjunct Faculty in Data Science,4.1,DePaul University,College / University,Colleges & Universities,Education,132,99.0,3000.5,Chicago,IL,113,0,0,0,0,0
Director of Data Science & Analytics,3.5,Springfield Clinic,Company - Private,Health Care Services & Hospitals,Health Care,132,99.0,3000.5,Springfield,IL,81,1,0,1,1,1
Head of Data Science & Analytics - Digital Health R&D Oncology,4.0,AstraZeneca,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,93,68.5,10000.0,Gaithersburg,MD,107,0,0,0,1,0
Director of Data Science,4.8,KnowBe4,Company - Private,IT Services,Information Technology,93,68.5,750.5,Clearwater,FL,10,1,0,1,1,0
Head of Data Science,5.0,EDO,Company - Private,-1,-1,93,68.5,-1.0,Los Angeles,CA,-1,1,0,0,0,0
Data Science and Analytics,4.0,Two95 International Inc.,Company - Private,Staffing & Outsourcing,Business Services,93,68.5,25.5,New York,NY,-1,0,0,0,0,0
"Data Science Instructor, Journeyman",3.8,KBR,Company - Public,Energy,"Oil, Gas, Energy & Utilities",93,68.5,10000.0,Dayton,OH,119,1,0,0,0,0
Data Science Manager,5.0,Lily AI,Company - Private,Enterprise Software & Network Solutions,Information Technology,93,68.5,25.5,Mountain View,CA,5,1,0,1,1,1
Data Science Temp,2.8,1-800-Flowers,Company - Public,Wholesale,Business Services,93,68.5,3000.5,New York,NY,44,0,0,0,0,0
"Director, Strategic Research Data Science",3.8,E&A,Unknown,-1,-1,93,68.5,125.5,Houston,TX,10,0,0,0,0,0
Data Science Engineer,-1.0,OneModel,-1,-1,-1,93,68.5,-1.0,Austin,TX,-1,1,0,1,1,1
Data Science Instructor,3.7,General Assembly,Company - Private,Education Training Services,Education,93,68.5,750.5,Austin,TX,9,1,0,1,0,1
Developer - Data Science,2.9,POET,Company - Private,Energy,"Oil, Gas, Energy & Utilities",93,68.5,3000.5,Sioux Falls,SD,-1,1,0,0,0,0
Behavioral Data Science Manager,3.7,mPulse Mobile,Company - Private,Health Care Services & Hospitals,Health Care,93,68.5,125.5,Los Angeles,CA,6,0,0,0,0,0
Assistant Professor-Data Science,4.0,University of Memphis,College / University,Colleges & Universities,Education,93,68.5,3000.5,Memphis,TN,108,0,0,0,0,0
"Manager/Sr Manager, Data Science",4.6,Blend360,Company - Private,Consulting,Business Services,93,68.5,125.5,Columbia,MD,18,1,0,0,1,0
Managing Consultant - Data Science,4.3,BlueOptima,Company - Private,Enterprise Software & Network Solutions,Information Technology,93,68.5,125.5,Phoenix,AZ,14,1,0,0,0,0
Data Science Developer,3.4,Infinity Consulting Solutions,Company - Private,Staffing & Outsourcing,Business Services,93,68.5,750.5,Westmont,IL,19,1,0,0,0,0
Domino Data science - Remote,5.0,Georgia IT Inc.,Company - Private,-1,-1,93,68.5,25.5,Alpharetta,GA,-1,0,0,0,0,0
Phoenix Data Science – AI/ Data Science Software Engineering Lead,3.7,Bank of America,Company - Public,Banks & Credit Unions,Finance,93,68.5,10000.0,Pennington,NJ,116,1,0,1,0,1
Position : IT Analytical Data Sciences (ADS) Platform Lead,2.5,SunRay Enterprise Inc,Company - Private,"Health, Beauty, & Fitness",Consumer Services,93,68.5,25.5,Cambridge,MA,-1,0,0,0,0,0
Data Science Mission Head,3.6,Space Telescope Science Institute,Company - Private,Colleges & Universities,Education,93,68.5,-1.0,Baltimore,MD,-1,0,0,0,0,0
Data Science & Tagging Analyst,2.8,Xator Corporation,Contract,IT Services,Information Technology,93,68.5,750.5,Bethesda,MD,-1,1,0,1,0,0
Senior Digital and Data Science Manager,3.7,Takeda,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,93,68.5,10000.0,Lexington,MA,239,1,0,0,0,0
Lead Product Manager of Data Science,3.3,Lowe's,Company - Public,Home Centers & Hardware Stores,Retail,93,68.5,10000.0,Mooresville,NC,74,0,0,0,0,0
Director of Data Science,5.0,RS21,Company - Private,Consulting,Business Services,93,68.5,25.5,Albuquerque,NM,5,1,0,1,1,1
"Principal Scientist, Translational Data Science",4.0,GENMAB A/S,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,93,68.5,125.5,Princeton,NJ,-1,1,0,0,1,0
Sr. Data Science Innovation Engineer,3.3,Alteryx,Company - Public,Enterprise Software & Network Solutions,Information Technology,93,68.5,3000.5,Ann Arbor,MI,23,1,0,0,0,1
"Senior Associate, Data Sciences",3.5,GroupM,Subsidiary or Business Segment,Publishing,Media,93,68.5,10000.0,New York,NY,17,0,0,0,0,0
Data Science/Quantitative Researcher,-1.0,Isaacson Search Company,Company - Private,-1,-1,93,68.5,25.5,New York,NY,-1,1,0,0,0,0
"Data Science Manager, Messenger",4.5,Facebook,Company - Public,Internet,Information Technology,93,68.5,10000.0,Menlo Park,CA,16,0,0,0,0,0
Head of Real-World Data Science,5.0,Genesis Research,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,93,68.5,25.5,Hoboken,NJ,11,0,0,0,0,0
Adjunct/Part Time Faculty; School of Data Science,4.5,UNC Charlotte,College / University,Colleges & Universities,Education,93,68.5,3000.5,Charlotte,NC,71,0,0,0,0,0
Industry Analyst -- Data Science and Strategy,3.5,GasPedal,Company - Private,Membership Organizations,Business Services,93,68.5,25.5,Austin,TX,13,0,0,0,0,0
"Data Science Manager, Payment Acceptance - USA",4.0,Stripe,Company - Private,Internet,Information Technology,226,183.0,3000.5,San Francisco,CA,10,1,0,0,0,0
Data Science Instructor,4.5,Novetta,Company - Private,Enterprise Software & Network Solutions,Information Technology,226,183.0,750.5,Herndon,VA,8,0,0,0,0,0
"Sr. Associate, Data Science",3.9,Capital One,Company - Public,Banks & Credit Unions,Finance,226,183.0,10000.0,Plano,TX,26,1,0,1,1,0
VP Data Science Analytics,3.5,Green Dot Corporation,Company - Public,Financial Transaction Processing,Finance,226,183.0,3000.5,California,CA,21,0,0,0,0,0
Data Science Analysts,4.2,"The Squires Group, Inc",Company - Private,IT Services,Information Technology,226,183.0,125.5,Norfolk,VA,25,0,0,0,0,0
"Senior Analyst, Analytics and Data Science",2.9,JWT,Unknown,Advertising & Marketing,Business Services,226,183.0,125.5,Washington,DC,-1,0,0,0,0,0
Principal Data Science - IHM,3.8,Discover,Company - Public,Financial Transaction Processing,Finance,226,183.0,10000.0,Riverwoods,IL,35,0,0,0,0,0
Senior Director of Data Science,4.3,Medidata Solutions,Company - Public,Enterprise Software & Network Solutions,Information Technology,226,183.0,3000.5,New York,NY,21,0,0,0,1,0
Data Science Practitioner,2.5,"Avacend, Inc.",Company - Private,Staffing & Outsourcing,Business Services,226,183.0,125.5,Columbus,OH,-1,1,0,0,0,0
"Senior Associate, Data Sciences",3.4,Wavemaker,Company - Public,Advertising & Marketing,Business Services,226,183.0,7500.5,New York,NY,3,0,0,0,0,0
Manager Data Science,2.5,CosmoProf,Subsidiary or Business Segment,Beauty & Personal Accessories Stores,Retail,226,183.0,7500.5,Denton,TX,-1,1,0,1,0,0
Data Science Technical Lead Predictive Analytics,1.4,Bayer Inc.,Company - Private,-1,-1,226,183.0,350.5,Saint Louis,MO,-1,1,0,0,0,0
Director of Digital Transformation and Data Science,4.0,Affinity Connection,Company - Private,Advertising & Marketing,Business Services,226,183.0,25.5,State College,PA,-1,0,0,0,0,0
Data Science Manager,3.9,Amazon,Company - Public,Internet,Information Technology,226,183.0,10000.0,Seattle,WA,26,1,0,0,1,0
Analytical Data Sciences (ADS) Platform Lead,3.1,"DEEGIT, INC.",Company - Private,IT Services,Information Technology,226,183.0,750.5,Somerville,MA,27,0,0,0,0,0
"Manager, Data Science",4.1,Apple,Company - Public,Computer Hardware & Software,Information Technology,226,183.0,10000.0,Austin,TX,44,1,0,1,0,0
Lecturer of Data Science,4.2,William & Mary,College / University,Colleges & Universities,Education,226,183.0,3000.5,Williamsburg,VA,327,1,0,0,0,0
Professor of Data Science,4.2,U.S. Army War College,College / University,Colleges & Universities,Education,226,183.0,-1.0,Carlisle Barracks,PA,-1,0,0,0,0,0
Data Science Lead Consultant,3.4,Allstate,Company - Public,Insurance Agencies & Brokerages,Insurance,226,183.0,10000.0,Northbrook,IL,89,1,0,0,1,0
"Group Leader, Advanced Radiation Detection, Imaging, Data Science, and Applications",4.3,Oak Ridge National Laboratory,Government,Federal Agencies,Government,226,183.0,3000.5,Oak Ridge,TN,77,0,0,0,0,0
Director of Development & Data Science,-1.0,Black Knight Financial Technology Solutions,-1,-1,-1,226,183.0,-1.0,Jacksonville,FL,-1,1,0,1,1,0
Data Science Program Coordinator,4.2,University of California,College / University,Colleges & Universities,Education,226,183.0,10000.0,San Diego,CA,152,0,0,0,0,0
Director- Data Science,3.5,Discovery,Company - Public,TV Broadcast & Cable Networks,Media,226,183.0,10000.0,New York,NY,35,1,0,1,1,0
"Product Manager, Panel Data Science",3.9,Numerator,Company - Private,IT Services,Information Technology,226,183.0,3000.5,Chicago,IL,16,0,0,0,0,0
Scientific Software and Data Science Engineer,3.1,Ionis Pharmaceuticals,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,226,183.0,350.5,Carlsbad,CA,31,1,0,0,1,0
"Analyst II, Data Science",-1.0,Liberty Mutual Insurance Europe Ltd.,-1,-1,-1,226,183.0,-1.0,Boston,MA,-1,1,0,0,0,0
Data Science Manager (Multiple Positions),-1.0,Accenture Contractor Jobs,-1,-1,-1,226,183.0,-1.0,Boston,MA,-1,0,0,0,0,0
"Computational Biologist, Data Sciences",4.1,Dana-Farber Cancer Institute,Nonprofit Organization,Health Care Services & Hospitals,Health Care,226,183.0,3000.5,Boston,MA,73,1,0,0,0,0
Software Engineer - Data Science,4.1,ClearEdge,Company - Private,Computer Hardware & Software,Information Technology,226,183.0,125.5,Annapolis Junction,MD,18,1,0,1,0,1
"Group Director, Data Sciences",3.5,GroupM,Subsidiary or Business Segment,Publishing,Media,226,183.0,10000.0,New York,NY,17,0,0,0,0,0
"Senior Product Manager, Data Science",2.8,Chewy,Company - Public,Pet & Pet Supplies Stores,Retail,226,183.0,10000.0,Fort Lauderdale,FL,9,1,0,0,0,0
"Product Manager, Data Science",4.0,Yum! Brands,Company - Public,Fast-Food & Quick-Service Restaurants,"Restaurants, Bars & Food Services",226,183.0,10000.0,Plano,TX,23,0,0,0,0,0
"Analyst, Data Science, Solaria Labs",3.4,Liberty Mutual Insurance,Company - Private,Insurance Carriers,Insurance,94,73.5,10000.0,Boston,MA,108,1,0,0,1,1
Data Science All Star Program - Marketing Analytics Track,4.6,Blend360,Company - Private,Consulting,Business Services,94,73.5,125.5,Columbia,MD,18,0,0,0,0,0
Data Science Senior Manager,3.1,Safeway Inc,Company - Private,Grocery Stores & Supermarkets,Retail,94,73.5,10000.0,Pleasanton,CA,105,1,0,1,0,1
"Head of Data Science, SMB",5.0,Instagram,Unknown,-1,-1,94,73.5,10000.0,San Francisco,CA,-1,0,0,0,0,1
Computer and Data Science Faculty,3.8,Willamette University,College / University,Colleges & Universities,Education,94,73.5,750.5,Salem,OR,178,0,0,0,0,0
Data Analytics & Data Science Lead,-1.0,Apton Inc,Company - Public,-1,-1,94,73.5,25.5,McLean,VA,8,0,0,0,0,0
TSV Engineering & Data Science Program Manager,4.4,Two Sigma,Company - Private,Investment Banking & Asset Management,Finance,94,73.5,3000.5,New York,NY,19,0,0,0,0,0
"Mgr, Data Science",3.3,Cedent Consulting Inc,Company - Private,Consulting,Business Services,94,73.5,25.5,Tampa,FL,-1,0,0,0,0,0
"Director, Data Science & Forecasting",3.9,ONCOLOGY,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,94,73.5,10000.0,East Hanover,NJ,24,0,0,0,0,0
Data Science & Analytics Lead,4.0,Abiomed,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,94,73.5,3000.5,Danvers,MA,39,1,0,0,0,0
Head of Data Science Insights & Analytics,3.0,ExecuNet,Company - Private,Staffing & Outsourcing,Business Services,94,73.5,25.5,Austin,TX,-1,1,0,0,0,1
Manager of Data Science,4.0,Core Digital Media,Company - Private,Internet,Information Technology,94,73.5,125.5,Los Angeles,CA,21,1,0,0,1,0
Data Science Lead,4.5,Dynatrace,Company - Public,Computer Hardware & Software,Information Technology,94,73.5,3000.5,Detroit,MI,15,0,0,0,0,0
Lead Data Science Instructor,3.7,General Assembly,Company - Private,Education Training Services,Education,94,73.5,750.5,Washington,DC,9,1,0,1,0,1
"Director of Data Science, Peacock",3.8,NBC Universal,Company - Public,TV Broadcast & Cable Networks,Media,94,73.5,10000.0,New York,NY,114,1,0,1,0,0
Lead Senior Data Science,3.4,The Trade Desk,Company - Public,Internet,Information Technology,94,73.5,3000.5,New York,NY,11,1,0,1,1,0
Director of Data Science,3.6,Gemini,Company - Private,Brokerage Services,Finance,94,73.5,125.5,New York,NY,5,1,0,1,0,1
"Head, Data Science & Analytics",3.2,Human Care Systems,Company - Private,Health Care Services & Hospitals,Health Care,94,73.5,125.5,Boston,MA,12,1,0,1,1,1
Chair of Responsible Data Science,3.8,University of Virginia Health System,Hospital,Health Care Services & Hospitals,Health Care,94,73.5,7500.5,Charlottesville,VA,195,0,0,0,0,0
"Staff Vice President, Data Science",3.3,Centene Corporation,Company - Public,Insurance Carriers,Insurance,94,73.5,10000.0,Clayton,MO,36,0,0,0,0,0
Data Science / Analytics Developer,5.0,Resolute Technologies,Company - Private,Federal Agencies,Government,94,73.5,125.5,Baltimore,MD,7,1,0,0,0,0
"Data Science Lead, Core",3.0,Bond,Company - Private,Financial Analytics & Research,Finance,94,73.5,25.5,San Francisco,CA,1,1,0,0,0,0
"Associate Consultant, Data Science",4.0,Mather Economics,Company - Private,-1,-1,94,73.5,25.5,Atlanta,GA,-1,1,0,1,0,1
Data Science Solutions Architect,3.8,Bloomberg,Company - Private,Computer Hardware & Software,Information Technology,94,73.5,10000.0,New York,NY,39,1,0,1,1,0
Adjunct Lecturer in Data Science,4.2,William & Mary,College / University,Colleges & Universities,Education,94,73.5,3000.5,Williamsburg,VA,327,0,0,0,0,0
Data Science & Tagging Analyst (Senior),3.7,DynCorp International,Company - Private,Aerospace & Defense,Aerospace & Defense,94,73.5,10000.0,Bethesda,MD,74,1,0,1,0,0
"Mgr, Data Science",-1.0,CEDENT,Contract,Computer Hardware & Software,Information Technology,94,73.5,25.5,Tampa,FL,-1,0,0,0,0,0
"Mgr, Data Science",2.9,The Auto Club Group,Other Organization,Insurance Agencies & Brokerages,Insurance,94,73.5,7500.5,Tampa,FL,118,0,0,0,0,0
"Director, Data Science Program",3.9,Loyola College in Maryland,College / University,Colleges & Universities,Education,94,73.5,3000.5,Baltimore,MD,168,0,0,0,0,0
"Sr. Data Science Analyst, Data Science Accelerator Program",3.5,Truist,Company - Public,Investment Banking & Asset Management,Finance,94,73.5,10000.0,Atlanta,GA,1,0,0,0,0,0
Senior Data Science,3.8,Zoom Information Inc.,Company - Public,Computer Hardware & Software,Information Technology,94,73.5,3000.5,Vancouver,WA,20,0,0,0,0,1
Data Science Team Developer,4.7,M9 Solutions,Company - Private,IT Services,Information Technology,94,73.5,125.5,San Antonio,TX,13,1,0,1,0,0
"Director, Data Science",3.8,Marqeta,Company - Private,Financial Transaction Processing,Finance,144,115.0,350.5,Remote,Remote,10,0,0,0,1,0
"Analyst II, Data Science",3.4,Liberty Mutual Insurance,Company - Private,Insurance Carriers,Insurance,144,115.0,10000.0,Boston,MA,108,1,0,0,0,0
Lead Data Science Analyst - IHM,3.8,Discover,Company - Public,Financial Transaction Processing,Finance,144,115.0,10000.0,Riverwoods,IL,35,0,0,0,0,0
Data Science Manager for Artificial Intelligence company,3.5,Andiamo,Company - Private,Casual Restaurants,"Restaurants, Bars & Food Services",144,115.0,350.5,San Francisco,CA,-1,0,0,0,1,1
Director - Data Science,3.6,Humana,Company - Public,Insurance Carriers,Insurance,144,115.0,10000.0,Irving,TX,59,0,0,0,0,0
"Manager, Data Science - Horsham",3.6,Optum,Company - Public,Health Care Services & Hospitals,Health Care,144,115.0,10000.0,Philadelphia,PA,43,1,0,1,0,1
Director of Data Science,3.6,Optum,Company - Public,Health Care Services & Hospitals,Health Care,144,115.0,10000.0,Minnesota,MN,43,0,0,0,0,0
Mgr - Director of Data Science,3.3,Addison Group,Company - Private,Staffing & Outsourcing,Business Services,144,115.0,750.5,Washington,DC,21,0,0,1,0,1
"Director, Data Science",3.4,Gilead Sciences,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,144,115.0,10000.0,Foster City,CA,33,1,0,0,1,1
"Manager, Data Sciences",3.4,Wavemaker,Company - Public,Advertising & Marketing,Business Services,144,115.0,7500.5,New York,NY,3,1,0,0,0,0
"Manager, Data Science - IHM",3.8,Discover,Company - Public,Financial Transaction Processing,Finance,144,115.0,10000.0,Riverwoods,IL,35,0,0,0,0,0
Data Science & Tagging Analyst,3.0,CENTRA Technology,Company - Private,IT Services,Information Technology,144,115.0,350.5,Bethesda,MD,-1,1,0,1,0,0
